FB_ad_spending_congress_2020_dataset
,X.1,names.candidate,office,state_po,district,candidatevotes,totalvotes,loc_identifier,expenditures.candidate,facebook.advertiser,spending,ad_spending,X,year,state,state_fips,state_cen,state_ic,stage,special,party,writein,mode,unofficial,version,foreign_born,median_income,BA_education,HS_education,asian_alone,black_alone,hispanic,multiracial,white_non_hispanic,white_alone,Age_65_plus,median_age,gini,population,vote_share,full_race,winner,total_margin,margin,ad_rate
122,122,DAN CRENSHAW,US HOUSE,TX,2,192828,346726,TX.2,"CRENSHAW, DANIEL",Dan Crenshaw for Congress,17654095.49,278343,30857,2020,TEXAS,48,74,49,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,21,71328,38.3,86.7,7.4,8.1,31.3,2.4,51.3,72.5,15.8,35.1,0.510430889,722575,0.556139429982176,TX 2 US HOUSE,TRUE,44454,0.128210748544961,0.0157664832025897
123,123,DAN NEWHOUSE,US HOUSE,WA,4,202108,305263,WA.4,"NEWHOUSE, DAN",Dan Newhouse for Congress,1002461.07,20418,31038,2020,WASHINGTON,53,91,73,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,16.3,49394,19.1,77.4,1.9,1.1,37.7,3.1,55.4,74.4,17.7,33.5,0.464559298,698426,0.662078273488762,WA 4 US HOUSE,TRUE,99441,0.325755168494053,0.0203678732382096
124,124,DAN SULLIVAN,US SENATE,AK,0,191112,354587,ALASKA,"SULLIVAN, DAN",Sullivan For Congress,10145558.67,30363,3427,2020,ALASKA,2,94,81,gen,FALSE,REPUBLICAN,FALSE,total,FALSE,20210114,7.8,77640,29.6,92.8,6.5,3.7,7.3,7.5,60.2,65.3,12.5,35,0.44,733391,0.538970689844805,AK 0 US SENATE,TRUE,45044,0.127032293908124,0.00299273810221828
125,125,DANA BARRETT,US HOUSE,GA,11,160623,405882,GA.11,"BARRETT, DANA",Dana Barrett for Congress,394976.88,26533,29963,2020,GEORGIA,13,58,44,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,12,61462,37.8,88.8,3.1,15.6,12.2,2.2,67.5,74.5,15.4,35.5,0.511597698,730150,0.395738170207105,GA 11 US HOUSE,FALSE,-84636,-0.208523659585791,0.0671760838254634
126,126,DANIEL PHILIP MEUSER,US HOUSE,PA,9,232988,351254,PA.9,"MEUSER, DANIEL",Dan Meuser for Congress,945604.02,5000,30779,2020,PENNSYLVANIA,42,23,14,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,1.6,44258,16.9,87,0.4,2.9,1.9,1.5,93.3,94.8,25.2,42.7,0.453870916,701622,0.663303478394552,PA 9 US HOUSE,TRUE,114722,0.326606956789104,0.00528762557502664
127,127,DANIEL WEBSTER,US HOUSE,FL,11,316979,475073,FL.11,"WEBSTER, DANIEL",Daniel Webster for Congress,588603.55,4200,29938,2020,FLORIDA,12,59,43,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,6.4,41055,18,86,1.2,9.1,9.7,1.7,79,87.1,39.7,52.3,0.454229335,715956,0.667221669090856,FL 11 US HOUSE,TRUE,158885,0.334443338181711,0.00713553290665678
128,128,DANIEL WOOD,US HOUSE,AZ,3,95594,269837,AZ.3,"WOOD, DANIEL",Rebecca Wood for Congress,42480.94,1357,29661,2020,ARIZONA,4,86,61,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,21,41571,15.3,74.2,1.6,4.7,61.3,2.8,28.1,76,15.5,31.7,0.453742848,722963,0.354265723381152,AZ 3 US HOUSE,FALSE,-78649,-0.291468553237695,0.031943737591494
129,129,DANYELL LANIER,US HOUSE,OK,2,63472,288527,OK.2,"LANIER, DANYELL",Danyell Lanier for Congress,42015.27,2552,30720,2020,OKLAHOMA,40,73,53,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,2,38698,16,83.3,0.5,3.5,4.7,10.2,65.3,67.3,23.4,39.6,0.466105241,747973,0.219986344432237,OK 2 US HOUSE,FALSE,-153039,-0.530414831194308,0.0607398214982315
130,130,DARIN LAHOOD,US HOUSE,IL,18,261840,371879,IL.18,"LAHOOD, DARIN MCKAY",LaHood for Congress,1761973.31,44111,30026,2020,ILLINOIS,17,33,21,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,3.5,58335,30.2,92.2,2.6,3.8,2.9,1.7,89.2,91.3,23.1,40.4,0.469752675,718789,0.704099989512718,IL 18 US HOUSE,TRUE,151801,0.408199979025436,0.0250349989694225
131,131,DARRELL ISSA,US HOUSE,CA,50,195521,362390,CA.50,"ISSA, DARRELL",Darrell Issa for Congress,16521430.27,172029,29778,2020,CALIFORNIA,6,93,71,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,19,61656,24.7,83.7,5.3,2.7,30.6,4.7,57.4,79.4,18.1,36.9,0.486941178,730427,0.539531995916002,CA 50 US HOUSE,TRUE,28652,0.0790639918320042,0.0104124762316961
132,132,DARREN PARRY,US HOUSE,UT,1,104194,342351,UT.1,"PARRY, DARREN BRUCE MR.",Darren Parry for Congress,44486.63,2043,30980,2020,UTAH,49,87,67,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,5.9,59229,28,91.4,1.6,1.1,12.2,2.6,82.3,90.6,13.5,30.1,0.445068683,720959,0.304348461082339,UT 1 US HOUSE,FALSE,-133794,-0.390809432424617,0.045923910172562
133,133,DARREN SOTO,US HOUSE,FL,9,240724,429638,FL.9,"SOTO, DARREN",Darren Soto for Congress,949960.3,8289,29931,2020,FLORIDA,12,59,43,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,20.3,45661,23,84.7,4.5,10.7,46.1,3.9,37.4,74.3,15.9,35,0.456263656,768459,0.560294945977777,FL 9 US HOUSE,TRUE,51835,0.120648080477053,0.00872562779728795
134,134,DARTANYON WILLIAMS,US HOUSE,LA,6,95541,373996,LA.6,"WILLIAMS, DARTANYON A",Williams for House,98113.62,2857,30138,2020,LOUISIANA,22,72,45,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,4,56817,28,87.2,2,24.3,4,1.7,67.9,70.8,17.6,35.1,0.487797631,773429,0.255459951443331,LA 6 US HOUSE,FALSE,-170165,-0.454991497235265,0.029119300663863
135,135,DAVE GILES,US HOUSE,AZ,9,135180,352274,AZ.9,"GILES, DAVID VICTOR",Dave Giles for Congress,129934.54,1809,29683,2020,ARIZONA,4,86,61,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,14.8,50130,35.2,88.2,4.7,5.1,28.4,3.6,56.6,75.9,14.8,32.9,0.510857598,741451,0.383735387794728,AZ 9 US HOUSE,FALSE,-81914,-0.232529224410544,0.0139223950767825
136,136,DAVID A. PERDUE,US SENATE,GA,0,2462617,4952175,GEORGIA,"PERDUE, DAVID",Perdue for Senate,90354529.42,473177,3462,2020,GEORGIA,13,58,44,gen,FALSE,REPUBLICAN,FALSE,total,FALSE,20210114,10.1,58700,31.3,87.1,4.4,32.6,9.9,2.2,52,60.2,14.3,37.2,0.48,10711908,0.497279882072019,GA 0 US SENATE,TRUE,88098,0.017789759045268,0.00523689297080509
137,137,DAVID B. MCKINLEY,US HOUSE,WV,1,180488,261723,WV.1,"MCKINLEY, DAVID B. MR.",McKinley for Congress,1088038.52,9262,31068,2020,WEST VIRGINIA,54,55,56,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,1.5,41083,20,87.1,0.7,2.6,1.4,1.4,93.9,94.8,23.9,40.7,0.488476038,617842,0.689614592527214,WV 1 US HOUSE,TRUE,99311,0.379450793396071,0.00851256626465761
139,139,DAVID E. PRICE,US HOUSE,NC,4,332421,493719,NC.4,"PRICE, DAVID E.",Price for Congress,1030190.93,2596,30656,2020,NORTH CAROLINA,37,56,47,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,13.1,49291,41.2,88.4,5.5,31.5,11.7,3.3,48.5,55.1,14.3,32.7,0.516024139,769734,0.673299994531302,NC 4 US HOUSE,TRUE,171123,0.346599989062604,0.00251992123440652
140,140,DAVID G. VALADAO,US HOUSE,CA,21,85928,170334,CA.21,"VALADAO, DAVID",Valadao for Congress,4018834.44,52225,29720,2020,CALIFORNIA,6,93,71,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,30.3,38748,8.2,57,3.3,4.3,72.5,3,18.2,71.5,11.4,28.5,0.468752853,711414,0.504467692885742,CA 21 US HOUSE,TRUE,1522,0.00893538577148426,0.0129950613242978
141,141,DAVID J. TRONE,US HOUSE,MD,6,215540,366434,MD.6,"TRONE, DAVID",David Trone for Congress,2980058.01,92587,30163,2020,MARYLAND,24,52,52,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,20.5,73459,39.5,89.7,10.7,13.4,12.5,3.8,60.9,68.1,18.7,38.1,0.513841944,747058,0.58820960937031,MD 6 US HOUSE,TRUE,71941,0.196327305872272,0.0310688582870909
142,142,DAVID KIM,US HOUSE,CA,34,96554,205346,CA.34,"KIM, DAVID","DAVID KIM FOR CONGRESS, FINANCIAL FREEDOM, LOVE &",186898.66,20322,29787,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,50.3,35246,21.4,61.8,18.5,4.4,65.9,2.6,9.8,37.8,14.3,33.7,0.511169604,712425,0.470201513542996,CA 34 US HOUSE,FALSE,-12238,-0.0595969729140086,0.108732721786234
144,144,DAVID KUSTOFF,US HOUSE,TN,8,227216,331853,TN.8,"KUSTOFF, DAVID",Kustoff for Congress,1076429.64,43534,30852,2020,TENNESSEE,47,62,54,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,3.3,51318,27.6,86.6,2,20.3,2.6,1.4,73.5,75.3,21.8,40.4,0.523553094,710335,0.684688702527927,TN 8 US HOUSE,TRUE,129326,0.389708696320359,0.0404429591886749
145,145,DAVID RICHTER,US HOUSE,NJ,3,196327,431762,NJ.3,"RICHTER, DAVID",David Richter for Congress,1555148.13,76432,30410,2020,NEW JERSEY,34,22,12,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,8.4,73450,30.8,91.4,3.6,10.6,7.4,2.5,76.1,81,24.1,42.9,0.477397323,742640,0.454711160315174,NJ 3 US HOUSE,FALSE,-33513,-0.0776191512916838,0.0491477297407032
146,146,DAVID ROUZER,US HOUSE,NC,7,272443,452208,NC.7,"ROUZER, DAVID CHESTON",David Rouzer for Congress,1052924.78,1800,30649,2020,NORTH CAROLINA,37,56,47,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,6.3,45961,22.9,83.3,0.7,17.6,9.6,1.9,68.7,73.4,22.9,40.3,0.482182743,762540,0.60247275589994,NC 7 US HOUSE,TRUE,93398,0.206537699465733,0.00170952382752356
147,147,DAVID SCOTT,US HOUSE,GA,13,279045,360582,GA.13,"SCOTT, DAVID ALBERT",David Scott for Congress,1142722.37,5802,29973,2020,GEORGIA,13,58,44,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,11.4,51180,26.9,86.7,2.7,56.4,9.9,2.1,29.7,36.4,14.5,35.2,0.46478804,718624,0.773873903855434,GA 13 US HOUSE,TRUE,197569,0.547916978662274,0.00507734875269835
148,148,DAVID X. SULLIVAN,US HOUSE,CT,5,151988,349524,CT.5,"SULLIVAN, DAVID XAVIER",Sullivan For Congress,430170.44,30363,29836,2020,CONNECTICUT,9,16,1,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,13.4,66615,34.1,88.2,4,6.5,18.2,2,70.4,81.6,21.9,41.6,0.516000239,712302,0.434842814799556,CT 5 US HOUSE,FALSE,-31809,-0.0910066261544272,0.0705836505176878
149,149,DEAN PHILLIPS,US HOUSE,MN,3,246666,443603,MN.3,"PHILLIPS, DEAN",Dean Phillips for Congress,2215321.52,105972,30293,2020,MINNESOTA,27,41,33,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,10.3,78289,46,95.3,6.6,7.1,3.8,2.6,79.8,82.2,18.7,38.9,0.497737896,685092,0.556051244017737,MN 3 US HOUSE,TRUE,50041,0.112805819617992,0.0478359457276432
150,150,DEBBIE DINGELL,US HOUSE,MI,12,254957,383823,MI.12,"DINGELL, DEBBIE",Debbie Dingell for Congress,1692360.02,37026,30258,2020,MICHIGAN,26,34,23,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,11.2,51712,31.9,88.6,5.1,10.2,5.4,3.2,76,79.7,18.4,35.8,0.495152864,711313,0.664256701656753,MI 12 US HOUSE,TRUE,137238,0.357555435708647,0.0218783235023479
151,151,DEBBIE LESKO,US HOUSE,AZ,8,251633,422467,AZ.8,"LESKO, DEBBIE",Debbie Lesko for Congress,996781.94,67936,29680,2020,ARIZONA,4,86,61,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,9.4,58230,27.8,91.5,3.1,3.6,18.4,3.2,71.4,86.4,27.5,42,0.443303921,741374,0.595627587480206,AZ 8 US HOUSE,TRUE,80817,0.191297781838581,0.0681553279346133
152,152,DEBRA A. HAALAND,US HOUSE,NM,1,186953,691731,NM.1,"HAALAND, DEBRA",Deb Haaland for Congress,1903520.46,74876,30422,2020,NEW MEXICO,35,85,66,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,11.1,48145,31.3,86.9,2.5,3,48.9,3.4,40.9,77.7,20,36.9,0.504500592,694442,0.270268355762572,NM 1 US HOUSE,TRUE,52616,0.07606425040948,0.0393355372707683
153,153,DELINA DISANTO,US HOUSE,AZ,4,120484,398623,AZ.4,"DISANTO, DELINA",Delina Disanto for Congress,79757.81,3290,29662,2020,ARIZONA,4,86,61,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,8.6,44291,17.6,86.3,1,2,19.1,2.5,74.4,88.6,31.3,46.1,0.450912679,732689,0.302250497337083,AZ 4 US HOUSE,FALSE,-157518,-0.395155322196662,0.0412498788519895
154,154,DIANA DEGETTE,US HOUSE,CO,1,331621,450290,CO.1,"DEGETTE, DIANA L",Diana Degette for Congress,1080588.62,0,29825,2020,COLORADO,8,84,62,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,14.4,52491,42.7,86.8,3.3,8.6,28.3,3.6,57,78.9,16,34.8,0.536980669,772255,0.73646094738946,CO 1 US HOUSE,TRUE,225666,0.501157032134846,0
155,155,DIANA HARSHBARGER,US HOUSE,TN,1,228181,305423,TN.1,"HARSHBARGER, DIANA",Diana for Congress,1870825.67,25819,30843,2020,TENNESSEE,47,62,54,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,2.8,38165,18,81.8,0.6,2.4,3.4,1.8,91.7,93.7,25.3,42.9,0.48659295,709547,0.747098286638531,TN 1 US HOUSE,TRUE,159564,0.522436096823095,0.0138008583130036
156,156,DON BACON,US HOUSE,NE,2,171071,336962,NE.2,"BACON, DONALD J",Don Bacon for Congress,3755143.73,28299,30351,2020,NEBRASKA,31,46,35,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,8.2,56634,37,90.5,2.8,9.6,10.6,2.8,73.9,82.3,16.1,34.1,0.489939553,634418,0.507686326648109,NE 2 US HOUSE,TRUE,15365,0.0455986134935097,0.00753606307367628
157,157,DON COLE,US HOUSE,GA,2,111620,273034,GA.2,"COLE, DONALD EUGENE","DON COLE FOR CONGRESS, INC.",163543.92,10374,29948,2020,GEORGIA,13,58,44,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,3.6,33993,15.6,78.6,1.2,51.3,5.1,1.8,40.8,43.3,19.3,35.3,0.503205522,696006,0.408813554355868,GA 2 US HOUSE,FALSE,-49777,-0.182310627980398,0.063432501801351
158,158,DONALD NORCROSS,US HOUSE,NJ,1,240567,385030,NJ.1,"NORCROSS, DONALD W",Donald Norcross for Congress,1102256.91,23617,30403,2020,NEW JERSEY,34,22,12,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,9.1,63938,28.4,88.2,4.9,17.7,12.9,2.9,64.1,68.1,19.4,38.6,0.484579429,730895,0.624800664883256,NJ 1 US HOUSE,TRUE,96104,0.249601329766512,0.0214260394158019
159,159,DONNA DEEGAN,US HOUSE,FL,4,196423,504940,FL.4,"DEEGAN, DONNA",Donna Deegan for Congress,1026298.18,31436,29875,2020,FLORIDA,12,59,43,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,9.7,55702,29.5,90.3,4.7,12.7,8.2,2.7,72,79,19.8,38.3,0.479285265,705007,0.389002653780647,FL 4 US HOUSE,FALSE,-112074,-0.221955083772329,0.0306304742740555
160,160,DONNA E. SHALALA,US HOUSE,FL,27,166758,342975,FL.27,"SHALALA, DONNA",Donna Shalala for Congress,3815880.66,75858,29925,2020,FLORIDA,12,59,43,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,54,41768,28.8,76.7,1.5,7.5,75.4,1.8,16.5,87.5,21.7,39.9,0.587693533,719632,0.486210365186967,FL 27 US HOUSE,FALSE,-9383,-0.027357679131132,0.0198795525224838
161,161,DORIS O. MATSUI,US HOUSE,CA,6,229648,313114,CA.6,"MATSUI, DORIS",Matsui for Congress,1077824.78,2000,29702,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,22.5,47073,25.8,82.2,15.9,12.3,27.1,7.2,38.4,53.6,15.9,33.5,0.493326073,729428,0.733432551722376,CA 6 US HOUSE,TRUE,146182,0.466865103444752,0.00185558918027474
162,162,DOUG COLLINS,US SENATE,GA,0,980454,4914361,GEORGIA,"COLLINS, DOUGLAS ALLEN",Doug Collins for Senate,7310435.63,562846,3467,2020,GEORGIA,13,58,44,gen,TRUE,REPUBLICAN,FALSE,total,FALSE,20210114,10.1,58700,31.3,87.1,4.4,32.6,9.9,2.2,52,60.2,14.3,37.2,0.48,10711908,0.199507931956973,GA 0 US SENATE,FALSE,-88098,-0.0179266439726345,0.0769921285798942
163,163,DOUG JONES,US SENATE,AL,0,920478,2316445,ALABAMA,"JONES, DOUG",Doug Jones for Senate Cmte,32710698.97,816194,3422,2020,ALABAMA,1,63,41,gen,FALSE,DEMOCRAT,FALSE,total,FALSE,20210114,3.5,50536,25.5,86.2,1.5,26.8,4.6,1.8,65.3,69.1,17.3,39.4,0.47,5024279,0.39736665450723,AL 0 US SENATE,FALSE,-471598,-0.203586961917939,0.0249518972599319
164,164,DOUGLAS E. MCKINLEY,US HOUSE,WA,4,102667,305263,WA.4,"MCKINLEY, DOUGLAS E. JR.",Douglas McKinley for Congress,58325.87,1382,31037,2020,WASHINGTON,53,91,73,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,16.3,49394,19.1,77.4,1.9,1.1,37.7,3.1,55.4,74.4,17.7,33.5,0.464559298,698426,0.336323104994709,WA 4 US HOUSE,FALSE,-99441,-0.325755168494053,0.0236944601083533
166,166,DUSTY JOHNSON,US HOUSE,SD,0,321984,397732,SD.0,"JOHNSON, DUSTY",Johnson for House,700356.1,7231,30817,2020,SOUTH DAKOTA,46,45,37,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,2.8,49495,26.2,90.4,1.1,1.5,3.2,2.9,83.4,85.1,21.1,36.6,0.473763969,844877,0.809550149346796,SD 0 US HOUSE,TRUE,144071,0.362231351764505,0.0103247476533723
167,167,DWIGHT EVANS,US HOUSE,PA,3,341708,375379,PA.3,"EVANS, DWIGHT",Dwight Evans for Congress,786062.98,3700,30763,2020,PENNSYLVANIA,42,23,14,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,2.2,46687,22.9,89.3,0.9,4.7,2,1.6,90.8,92.1,24,42.5,0.477430204,703010,0.910301322130433,PA 3 US HOUSE,TRUE,308037,0.820602644260867,0.00470700197584677
168,168,EARL BLUMENAUER,US HOUSE,OR,3,343574,470506,OR.3,"BLUMENAUER, EARL",Blumenauer for Congress,1963949.31,8565,30737,2020,OREGON,41,92,72,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,13.5,52952,35.9,89.4,6.3,5.2,11,5,72.5,79.1,17.8,36.8,0.496839827,797199,0.730222356356773,OR 3 US HOUSE,TRUE,233004,0.495220039701938,0.00436111052173745
169,169,ED CASE,US HOUSE,HI,1,183245,283408,HI.1,"CASE, EDWARD",Case for Congress,570675.23,2778,29977,2020,HAWAII,15,95,82,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,23,71934,33.7,89.9,50.2,2.7,8.4,19.9,16.4,18.2,22.3,39,0.478668342,702026,0.646576666854852,HI 1 US HOUSE,TRUE,112057,0.395391096934455,0.0048679176070074
170,170,ED PERLMUTTER,US HOUSE,CO,7,250525,423691,CO.7,"PERLMUTTER, EDWIN G",Perlmutter for Congress,1345446.88,9401,29824,2020,COLORADO,8,84,62,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,10.1,58919,29.9,87.5,3,1.3,27.1,3,66.1,88.3,18.3,35.9,0.465257086,755047,0.591291766877276,CO 7 US HOUSE,TRUE,91224,0.215307854072897,0.00698726953828159
171,171,ED TARVER,US SENATE,GA,0,26333,4914361,GEORGIA,"TARVER, EDWARD J.",Tarver for Senate,283432.29,25050,3481,2020,GEORGIA,13,58,44,gen,TRUE,DEMOCRAT,FALSE,total,FALSE,20210114,10.1,58700,31.3,87.1,4.4,32.6,9.9,2.2,52,60.2,14.3,37.2,0.48,10711908,0.00535837721323281,GA 0 US SENATE,FALSE,-88098,-0.0179266439726345,0.0883808968978094
172,172,EDDIE BERNICE JOHNSON,US HOUSE,TX,30,204928,264464,TX.30,"JOHNSON, EDDIE BERNICE",Eddie Bernice Johnson for Congress,496546.98,13855,30926,2020,TEXAS,48,74,49,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,16.8,42474,19.3,75.4,1.7,43.4,37.9,2,16.1,47.3,14.1,32.6,0.484094032,746336,0.774880513037691,TX 30 US HOUSE,TRUE,156243,0.590791185189667,0.0279026971425745
173,173,ELAINE G. LURIA,US HOUSE,VA,2,185733,360277,VA.2,"LURIA, ELAINE",Elaine for Congress,6556703.99,251708,31002,2020,VIRGINIA,51,54,40,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,8.1,60840,30.6,91.5,5.4,21.4,7.7,4.1,62.3,67.7,17.7,35,0.461451661,738759,0.515528329590843,VA 2 US HOUSE,TRUE,20702,0.0574613422449948,0.0383894103476219
175,175,ELISE M. STEFANIK,US HOUSE,NY,21,169679,325789,NY.21,"STEFANIK, ELISE M.",Elise for Congress,11718616.84,5231,30563,2020,NEW YORK,36,21,13,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,3.5,49614,21.2,87.7,0.8,3.1,3.2,2.5,90.2,91.8,21.6,40.4,0.455704222,716340,0.520824828339815,NY 21 US HOUSE,TRUE,47260,0.145063215762349,0.00044638373891914
176,176,ELISSA SLOTKIN,US HOUSE,MI,8,217922,428344,MI.8,"SLOTKIN, ELISSA",Elissa Slotkin for Congress,7587944.33,118600,30242,2020,MICHIGAN,26,34,23,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,6.9,62000,37.6,93.3,3.7,5,5.2,3.6,83,86.4,19.3,38.3,0.496821561,713867,0.508754645798704,MI 8 US HOUSE,TRUE,15397,0.0359454083633715,0.0156300566849309
177,177,ELIZABETH HERNANDEZ,US HOUSE,TX,8,97409,382471,TX.8,"HERNANDEZ, ELIZABETH",Elizabeth Hernandez for Congress,15160.97,1249,30871,2020,TEXAS,48,74,49,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,11.7,60746,26.5,85.1,2.3,8.6,22.4,1.7,65.5,82,17.9,36.1,0.52244819,761764,0.254683361614345,TX 8 US HOUSE,FALSE,-179918,-0.470409521244748,0.0823825916151803
178,178,EMANUEL CLEAVER,US HOUSE,MO,5,207180,352430,MO.5,"CLEAVER, EMANUEL II",Cleaver for Congress,950093.63,13627,30323,2020,MISSOURI,29,43,34,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,5.9,44869,24.9,87.3,1.6,21.5,8.4,3,65.5,69.3,19.7,36.8,0.477206105,758911,0.587861419288937,MO 5 US HOUSE,TRUE,71246,0.202156456601311,0.0143427969304457
179,179,ERIC A. 'RICK' CRAWFORD,US HOUSE,AR,1,237596,237596,AR.1,"CRAWFORD, ERIC ALAN RICK",Heather Ammons Crawford For House,1095517.53,1029,29693,2020,ARKANSAS,5,71,42,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,1.9,36196,14.5,80.6,0.4,18,3.2,1.6,76.5,78.6,23.1,39.3,0.477989563,729971,1,AR 1 US HOUSE,TRUE,509763,2.1455032913012,0.000939282094372328
180,180,ERIC EARLY,US HOUSE,CA,28,91928,336199,CA.28,"EARLY, ERIC",Eric Early for Congress 2020,3839474.24,71471,29734,2020,CALIFORNIA,6,93,71,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,41.9,54205,42.1,85.4,13,2.9,25.2,3.8,55.8,67.9,20.2,39.2,0.557476691,708212,0.273433293971725,CA 28 US HOUSE,FALSE,-152343,-0.45313341205655,0.0186147882580923
181,181,ERIC S. ESSHAKI,US HOUSE,MI,11,215405,450473,MI.11,"ESSHAKI, ERIC",Esshaki for Congress,1399308.51,19537,30268,2020,MICHIGAN,26,34,23,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,12,73311,44.4,93.7,9.4,5,3.2,2,80.4,82.9,20.5,41.2,0.492390771,717393,0.478175162551363,MI 11 US HOUSE,FALSE,-10723,-0.023803868378349,0.0139618960796572
182,182,ERIC SWALWELL,US HOUSE,CA,15,242991,342701,CA.15,"SWALWELL, ERIC MICHAEL",Swalwell for Congress,4113000.86,32670,29747,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,31.6,88270,39.9,88.2,29.9,5.8,23.8,6.3,35.3,48.7,17.6,37.9,0.498840073,734837,0.709046661667168,CA 15 US HOUSE,TRUE,143281,0.418093323334335,0.00794310556015785
183,183,ERIN CRUZ,US HOUSE,CA,36,121698,306849,CA.36,"CRUZ, ERIN",ERIN CRUZ FOR CONGRESS,53981.04,1211,29791,2020,CALIFORNIA,6,93,71,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,22.1,45317,20.1,78.5,2.7,4.2,47.6,3.9,43.1,67.4,24.7,38.6,0.512784255,722653,0.396605496514572,CA 36 US HOUSE,FALSE,-63453,-0.206789006970855,0.0224338026833125
185,185,FILEMON VELA,US HOUSE,TX,34,111439,201027,TX.34,"VELA, FILEMON",Filemon Vela for Congress,1034382.25,5515,30942,2020,TEXAS,48,74,49,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,20.4,34759,13.9,64.9,0.7,1.1,83.7,0.8,14.3,92,17.3,32.1,0.515282101,720005,0.55434842085889,TX 34 US HOUSE,TRUE,27320,0.135902142498271,0.00533168468426445
186,186,FRANK D. LUCAS,US HOUSE,OK,3,242677,309178,OK.3,"LUCAS, FRANK D.",LUCAS FOR CONGRESS,1045125.94,22883,30726,2020,OKLAHOMA,40,73,53,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,4.4,46277,21.1,86.4,1.4,3.7,9.3,5.1,75.1,79.6,20.2,36.2,0.473244662,767552,0.784910310565435,OK 3 US HOUSE,TRUE,176176,0.56982062113087,0.0218949689450824
